Source User,Application,Category,Verdict,AD Group,Bytes
example_domain\justin.eaton,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,9658590
example_domain\justin.eaton,jira-downloading,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,9612084
example_domain\justin.eaton,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,8416459
example_domain\justin.eaton,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,7552458
example_domain\justin.eaton,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,7363608
example_domain\justin.eaton,github-base,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,7346710
example_domain\justin.eaton,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,5818176
example_domain\justin.eaton,cust-beyond-trust-ssl,remote-access,"Error during policy testing: Unrecognized application
Error parsing arguments
",unknown,5678231
example_domain\justin.eaton,salesforce-base,erp-crm,The application is allowed provided the user is in the AD group 'managed-user',managed-user,5517862
example_domain\justin.eaton,google-app-engine,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,4179248
example_domain\justin.eaton,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,3822172
example_domain\justin.eaton,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,3211983
example_domain\justin.eaton,datadog,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3059246
example_domain\justin.eaton,jira-uploading,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2789792
example_domain\justin.eaton,confluence-base,social-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2359767
example_domain\justin.eaton,lastpass,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1993577
example_domain\justin.eaton,okta,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1718709
example_domain\justin.eaton,giphy-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1599811
example_domain\justin.eaton,amazon-aws-console,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1417641
example_domain\justin.eaton,pingone,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1170322
example_domain\justin.eaton,facebook-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1155400
example_domain\justin.eaton,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,1054189
example_domain\justin.eaton,service-now-base,management,The application is allowed by security rule 'servicenow-app',irrelevant,415440
example_domain\justin.eaton,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,411587
example_domain\justin.eaton,vimeo-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,241769
example_domain\justin.eaton,stackoverflow-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,50826
example_domain\mallory.phd,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,19664916604
example_domain\mallory.phd,sharepoint-online-downloading,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,12276749169
example_domain\mallory.phd,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,588289760
example_domain\mallory.phd,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,529003845
example_domain\mallory.phd,zoom-meeting,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,459821717
example_domain\mallory.phd,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,245316082
example_domain\mallory.phd,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,218435239
example_domain\mallory.phd,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,211467379
example_domain\mallory.phd,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,37950962
example_domain\mallory.phd,ms-powerpoint-online,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,25026831
example_domain\mallory.phd,zoom-phone,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,21957343
example_domain\mallory.phd,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,10595623
example_domain\mallory.phd,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,7545958
example_domain\mallory.phd,brightcove,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,6753433
example_domain\mallory.phd,workday-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,5035966
example_domain\mallory.phd,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,4773604
example_domain\mallory.phd,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3012589
example_domain\mallory.phd,http-video,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1839814
example_domain\mallory.phd,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1216994
example_domain\mallory.phd,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,689539
example_domain\mallory.phd,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,630491
example_domain\mallory.phd,office365-enterprise-access,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,544262
example_domain\mallory.phd,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,333713
example_domain\mallory.phd,zendesk-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,225352
